id,title,runtime,imdb_id,imdb_score,imdb_votes
ts75887,Paul Hollywood's Big Continental Road Trip,58,tt7936386,7.4,206.0
ts90941,"Heidi, bienvenida a casa",46,tt7183310,6.2,20.0
ts84644,Westside,47,tt8693758,6.0,168.0
ts83925,Boca Juniors Confidential,43,tt8893546,6.3,350.0
ts83820,The Judgement,48,tt8866904,7.1,95.0
ts55484,My Only Love Song,36,tt6125832,7.0,647.0
ts81856,Borges,24,tt7895652,6.2,168.0
ts76771,Stretch Armstrong & the Flex Fighters,23,tt1379164,6.2,307.0
ts84179,Made in Mexico,50,tt8871764,3.9,760.0
ts79585,Dinotrux: Supercharged,23,tt7620702,7.5,94.0
ts75750,Revolutionary Love,68,tt7340800,6.9,666.0
ts76540,Dennis & Gnasher Unleashed!,13,tt7081512,7.3,82.0
ts84555,The Unknown Hitman: The Story of El Cholo Adrián,49,tt6524440,6.7,144.0
ts86067,Death by Magic,33,tt8887956,6.1,629.0
ts82085,Ainori Love Wagon: Asian Journey,27,tt11542960,6.8,271.0
ts229123,Little Singham,12,tt11151836,3.5,91.0
ts83204,Million Pound Menu,59,tt8488494,6.5,563.0
ts83429,Take My Brother Away,46,tt8894324,6.7,161.0
ts83663,A Taiwanese Tale of Two Cities,68,tt8893498,6.1,159.0
ts75491,Fire Chasers,58,tt7293754,6.6,368.0
ts82564,Jimmy: The True Story of a True Idiot,42,tt6866914,6.8,77.0
ts83430,Smoking,24,tt8758778,7.4,456.0
ts80859,Here to Heart,45,tt8791742,7.5,219.0
ts75357,LEGO Elves: Secrets of Elvendale,24,tt7322926,6.9,163.0
ts79707,Edha,40,tt7956274,4.9,632.0
ts93947,Wrong Kind of Black,16,tt8660874,7.7,148.0
ts82631,Monkey Twins,53,tt8507498,7.9,92.0
ts83025,Baby Ballroom,45,tt8159960,7.8,198.0
ts84167,Age of Rebellion,83,tt8931836,8.6,49.0
ts81886,All About the Washingtons,23,tt7661368,4.8,708.0
ts77219,Part-Time Idol,40,tt8835780,6.7,108.0
ts82550,The Single Wives,50,tt8694342,6.5,73.0
ts80445,The Honeymoon Stand Up Special,31,tt7698408,6.8,515.0
ts75320,A Boy Named Flora A,89,tt6284014,7.9,314.0
ts57913,Strongest Deliveryman,55,tt7022748,7.4,626.0
ts82887,The Could've-Gone-All-the-Way Committee,24,tt8499662,6.8,102.0
ts77011,The Many Faces of Ito,30,tt7134506,6.7,244.0
ts81632,A House of Blocks,84,tt7053684,2.3,137.0
ts83710,First and Last,44,tt8893502,6.7,421.0
ts265844,#ABtalks,68,tt12635254,9.6,7.0
ts272185,Running Man,11,tt11256118,8.4,32.0
ts53166,Julie's Greenroom,26,tt5779222,8.2,328.0
ts57281,All Hail King Julien: Exiled,23,tt6865906,7.5,559.0
ts87591,Justice: Qalb Al Adala,37,tt5338544,5.6,155.0
ts80692,REA(L)OVE,45,tt8477194,6.6,210.0
ts113031,Droppin' Cash: Los Angeles,23,tt7983796,3.4,116.0
ts75138,Argon,63,tt7094798,7.3,261.0
ts55576,Buddy Thunderstruck,22,tt6591468,7.8,489.0
ts76646,Blazing Transfer Students,26,tt7931520,7.0,116.0
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,32,tt8498114,6.4,816.0
ts101883,Regiment Diaries,42,tt9642576,8.6,80.0
ts84985,Robozuna,22,tt8454808,6.6,92.0
ts86302,Check The Store Next Door,30,tt9545904,7.8,129.0
ts84038,Battlefish,45,tt8893566,7.0,426.0
ts74805,A Little Help with Carol Burnett,34,tt7204366,6.3,233.0
ts119220,The Hollywood Masters,34,tt7178034,7.2,86.0
ts85250,Kulipari: Dream Walker,19,tt9203064,7.7,91.0
ts56251,ID-0,24,tt7161218,6.2,320.0
ts82160,Harvey Street Kids,24,tt7758552,6.8,249.0
ts54112,Life Plan A and B,80,tt7034962,7.8,106.0
ts97584,Highland: Thailand's Marijuana Awakening,20,tt7201224,6.2,24.0
ts80751,The Break with Michelle Wolf,30,tt8010342,5.1,1862.0
ts57116,Ask the Doctor,28,tt7188736,6.5,289.0
ts80993,Kibaoh Klashers,24,tt7492122,6.3,17.0
ts85660,The Sound of Your Heart: Reboot,34,tt7885558,5.9,134.0
ts119730,Luo Bao Bei,11,tt7192414,8.0,38.0
ts58061,Memories of Love,44,tt8246636,5.9,16.0
ts80671,We Speak Dance,22,tt7737500,7.5,148.0
ts84372,YG Future Strategy Office,27,tt8129694,6.9,204.0
ts84341,What She Put on the Table,85,tt7073222,7.3,30.0
ts250172,Afronta!,0,tt12467250,7.4,8.0
ts231159,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,30,tt11456582,4.2,9.0
ts78444,Luna Petunia Return to Amazia,24,tt7924854,4.8,48.0
ts86497,Russian Doll,28,tt7520794,7.8,88945.0
ts216679,Bridgerton,62,tt8740790,7.3,122036.0
ts87466,Demon Slayer: Kimetsu no Yaiba,25,tt9335498,8.7,88265.0
ts82915,Sex Education,52,tt7767422,8.3,251168.0
ts81007,After Life,28,tt8398600,8.5,124972.0
ts88361,"Love, Death & Robots",13,tt9561862,8.4,131937.0
ts76645,The Umbrella Academy,52,tt1312171,8.0,202522.0
ts57327,The Witcher,58,tt5180504,8.2,465949.0
ts87453,Space Force,30,tt9612516,6.7,61739.0
ts88613,Formula 1: Drive to Survive,38,tt8289930,8.6,36661.0
ts89259,The Queen's Gambit,56,tt10048342,8.6,406350.0
ts89339,Selling Sunset,35,tt9817298,6.5,5482.0
ts82914,Dead to Me,31,tt9889712,8.0,73110.0
ts90234,I Think You Should Leave with Tim Robinson,16,tt10050772,7.9,11411.0
ts81120,The Last Dance,50,tt8420184,9.1,108321.0
ts224901,The Stranger,45,tt9698480,7.3,46564.0
ts84146,Emily in Paris,29,tt8962124,6.9,84302.0
ts221904,Unbelievable,48,tt7909970,8.4,95658.0
ts82361,ULTRAMAN,24,tt8699270,6.8,2025.0
ts254656,Jurassic World: Camp Cretaceous,24,tt10436228,7.5,7423.0
ts89840,Virgin River,44,tt9077530,7.4,34797.0
ts235655,Outer Banks,49,tt10293938,7.5,43404.0
ts87953,Locke & Key,48,tt3007572,7.4,72031.0
ts223986,The Circle,52,tt9581768,7.3,6380.0
ts252505,Are You Afraid of the Dark?,44,tt10473306,7.1,2151.0
ts87248,In the Dark,41,tt7772602,7.7,10927.0
ts103702,Young Wallander,45,tt9359220,6.8,11039.0
ts80962,Tuca & Bertie,24,tt8036272,7.3,6724.0
ts225651,Feel Good,25,tt10098620,7.5,10317.0
ts304505,Love Is Blind,54,tt11704040,6.1,7655.0
ts287836,Into the Night,36,tt10919486,7.1,30746.0
ts284800,Criminal: UK,44,tt9348692,7.6,17992.0
ts235758,Never Have I Ever,28,tt10062292,7.8,45346.0
ts224303,The Daily Life of the Immortal King,19,tt11755260,7.2,1211.0
ts242210,The Cursed,62,tt11841276,7.1,395.0
ts252758,Get Organized with The Home Edit,42,tt10834478,5.3,1454.0
ts237107,Sweet Magnolias,50,tt9077540,7.3,17435.0
ts219660,Alice in Borderland,47,tt10795658,7.6,47651.0
ts95997,Raising Dion,43,tt7826108,7.1,14464.0
ts55762,Kingdom,48,tt6611916,8.3,43760.0
ts89564,Black Summer,39,tt8923854,6.5,28657.0
ts84633,The Promised Neverland,23,tt8788458,8.4,34730.0
ts88379,Dracula,88,tt9165388,6.8,45971.0
ts57213,The Dark Crystal: Age of Resistance,51,tt6905542,8.4,24164.0
ts82913,When They See Us,74,tt7137906,8.9,114127.0
ts241248,Cocomelon,8,tt12427840,4.9,522.0
ts80709,Another Life,42,tt8369840,5.2,35108.0
ts83082,Living with Yourself,26,tt8880894,7.2,30134.0
ts218569,The Movies That Made Us,47,tt10681222,7.6,6147.0
ts113842,Giri/Haji,58,tt8001106,7.8,13570.0
ts223210,Don't F**k with Cats: Hunting an Internet Killer,62,tt11318602,8.0,50250.0
ts105825,The Valhalla Murders,46,tt9100822,7.1,13038.0
ts246072,Barbarians,47,tt9184986,7.2,23180.0
ts219101,Marianne,49,tt10875696,7.4,14518.0
ts221200,The Haunting of Bly Manor,55,tt10970552,7.3,96015.0
ts83555,"Roswell, New Mexico",42,tt7588054,6.2,11928.0
ts88577,Hollywood,50,tt9827854,7.5,35067.0
ts84661,Cursed,55,tt8210856,5.8,29446.0
ts105047,To the Lake,43,tt9151230,7.2,12456.0
ts241486,Pokémon Journeys: The Series,22,tt14033496,6.9,472.0
ts107724,The Defeated,54,tt8879894,7.0,5597.0
ts87364,Conversations with a Killer: The Ted Bundy Tapes,59,tt9425132,7.8,27439.0
ts103133,I Am Not Okay with This,21,tt9446688,7.5,56459.0
ts227305,Tiger King,44,tt11823076,7.5,76961.0
ts225522,Unorthodox,54,tt7607544,8.0,74118.0
ts89210,Warrior Nun,43,tt9059350,6.8,29164.0
ts104401,Ragnarok,47,tt9251798,7.5,36185.0
ts83657,The Order,48,tt8295472,6.7,27286.0
ts222988,Love on the Spectrum,42,tt11904786,8.6,5210.0
ts90729,Away,50,tt8787802,6.6,23706.0
ts224859,The Pharmacist,54,tt11600174,7.7,6989.0
ts103329,Ghost in the Shell: SAC_2045,25,tt9466298,6.2,2020.0
ts84663,The Politician,43,tt7971476,7.5,21887.0
ts86165,The Society,56,tt8778064,7.0,27693.0
ts215683,The Untamed,44,tt10554898,8.8,5963.0
ts85398,Our Planet,50,tt9253866,9.3,41386.0
ts218802,The Family,26,tt10780886,6.4,3491.0
ts129445,The Spy,53,tt5952634,7.9,40535.0
ts84993,Daybreak,44,tt12374132,6.7,19398.0
ts249891,The Comey Rule,82,tt9174536,7.4,8598.0
ts286390,Merli: Dare to Know,48,tt9415632,7.6,1711.0
ts236531,Too Hot to Handle,42,tt12004280,4.6,12001.0
ts82912,Ratched,54,tt7423538,7.2,52731.0
ts89014,DC Super Hero Girls,10,tt6927444,7.2,1193.0
ts250801,Dark Desire,34,tt12540080,6.5,7135.0
ts281928,Unsolved Mysteries,49,tt9642938,7.3,9391.0
ts83491,WHAT / IF,59,tt8860450,6.3,15135.0
ts223404,It's Okay to Not Be Okay,76,tt12451520,8.6,21104.0
ts93054,Trinkets,26,tt9134194,7.0,10263.0
ts82851,Messiah,45,tt7671598,7.6,42018.0
ts216522,BEASTARS,23,tt11043632,7.7,9440.0
ts221749,Dorohedoro,24,tt11147852,8.1,7813.0
ts88469,Undercover,49,tt7263154,7.8,16773.0
ts90019,Bonding,17,tt7718088,7.1,15871.0
ts223981,Cheer,56,tt11426660,8.1,6145.0
ts88283,Wu Assassins,44,tt8652642,6.4,12799.0
ts105441,Greatest Events of WWII in Colour,50,tt9103932,8.7,8508.0
ts220751,Lego Jurassic World: Legend of Isla Nublar,22,tt10872880,6.7,272.0
ts88485,Green Eggs and Ham,28,tt4651448,8.1,2556.0
ts90937,Stateless,53,tt4878488,7.5,9218.0
ts219080,Caliphate,48,tt11398870,8.2,17735.0
ts250997,Down to Earth with Zac Efron,39,tt12585152,8.0,6446.0
ts237560,Jeffrey Epstein: Filthy Rich,57,tt12312250,7.1,23216.0
ts226468,Summertime,43,tt11269886,6.0,2573.0
ts86908,L.A.'s Finest,47,tt7555294,6.1,7000.0
ts222835,Holiday Secrets,38,tt11243536,6.5,1134.0
ts237111,Almost Happy,27,tt12146940,6.8,870.0
ts110703,Interior Design Masters,57,tt8367694,6.4,1356.0
ts255926,Dash & Lily,25,tt11127506,7.5,16978.0
ts161737,Dare Me,43,tt2983222,6.6,5098.0
ts223344,The Gift,45,tt10075318,7.0,21582.0
ts93611,October Faction,41,tt8826128,6.1,10854.0
ts255104,Deaf U,20,tt13070478,6.4,462.0
ts100116,Blown Away,25,tt9908860,7.1,2876.0
ts100359,Medical Police,24,tt9850952,5.9,4136.0
ts243036,Selena: The Series,38,tt9421868,6.9,4435.0
ts106536,White Lines,55,tt9073958,6.6,16506.0
ts222455,The Devil Next Door,46,tt11165002,7.6,13084.0
ts225101,Start-Up,80,tt12867810,8.1,9021.0
ts89282,Toy Boy,61,tt8693266,6.5,7371.0
ts236747,Middleditch & Schwartz,51,tt12027034,8.6,5147.0
ts116814,The Twelve,47,tt7605396,7.5,5005.0
ts268608,The Ripper,49,tt13492374,7.1,9228.0
ts215691,Teenage Bounty Hunters,49,tt10584608,7.6,10821.0
ts306090,GREAT PRETENDER,24,tt11680468,7.9,4635.0
ts88699,Northern Rescue,43,tt8462412,7.1,4105.0
ts251782,High Score,42,tt12759400,7.4,7733.0
ts215012,Kipo and the Age of Wonderbeasts,24,tt10482560,8.3,5293.0
ts225787,Unabomber: In His Own Words,43,tt11833494,7.2,3338.0
ts192440,Garth Brooks: The Road I'm On,86,tt10095402,7.4,285.0
ts88296,Ares,29,tt8404520,5.7,4298.0
ts223126,The Confession Killer,48,tt11307176,7.4,8733.0
ts88262,Traitors,50,tt7371896,6.6,3020.0
ts236501,Valeria,41,tt9731288,6.5,5510.0
ts86726,Tidying Up with Marie Kondo,34,tt8115560,6.6,3529.0
ts256309,Aunty Donna's Big Ol House of Fun,20,tt13316746,8.0,6140.0
ts89251,Tales of the City,56,tt7087260,7.4,7715.0
ts105645,Historical Roasts,29,tt9169602,5.3,1675.0
ts225718,La Révolution,46,tt13044528,6.6,5512.0
ts252856,Challenger: The Final Flight,45,tt12930534,7.8,6778.0
ts215178,Grand Army,52,tt10473150,7.5,6279.0
ts93066,The I-Land,40,tt9070436,4.6,16918.0
ts223759,Killer Inside: The Mind of Aaron Hernandez,67,tt11475228,7.4,16649.0
ts104840,Skylines,60,tt9184970,7.5,2627.0
ts219162,Inside Bill's Brain: Decoding Bill Gates,50,tt10837476,7.9,10776.0
ts254592,Song Exploder,27,tt13110256,7.4,758.0
ts81646,Chambers,44,tt7949204,6.4,8380.0
ts219561,"The Mind, Explained",21,tt10810430,8.0,5230.0
ts91039,The Chef Show,26,tt10359446,8.2,5025.0
ts92547,Rise of Empires: Ottoman,45,tt9244578,7.9,22045.0
ts113506,The Last Czars,45,tt7949606,7.3,8096.0
ts87471,Darwin's Game,23,tt11405390,7.3,2284.0
ts89744,How to Sell Drugs Online (Fast),32,tt9184994,7.9,30734.0
ts225912,Biohackers,42,tt9849210,6.8,9346.0
ts250912,Fear City: New York vs The Mafia,52,tt12588372,7.1,7215.0
ts190462,Gentefied,30,tt10037034,7.3,2641.0
ts187541,Hotel Del Luna,80,tt10220588,8.2,7832.0
ts105542,The Baker and the Beauty,44,tt9164986,7.5,4160.0
ts89075,Her Private Life,74,tt9899340,7.7,3665.0
ts237109,Control Z,36,tt11937662,6.9,8235.0
ts86978,Power Rangers Beast Morphers,23,tt8022978,6.5,585.0
ts215046,Capitani,28,tt10483610,6.6,4355.0
ts189422,Home for Christmas,29,tt10069398,7.7,13670.0
ts88151,Quicksand,46,tt8686106,7.5,21077.0
ts223589,"Sex, Explained",22,tt11390530,6.9,3177.0
ts275111,Rainbow High,6,tt13488080,6.4,116.0
ts237513,Ju-On: Origins,29,tt12313914,6.1,4467.0
ts88721,Special,26,tt9381622,7.6,9202.0
ts103209,Exhibit A,36,tt10376904,6.3,1030.0
ts223240,Itaewon Class,69,tt11239552,8.2,12030.0
ts87008,Turn Up Charlie,26,tt8304498,7.1,7251.0
ts89119,The Disappearance of Madeleine McCann,59,tt9879074,6.6,10286.0
ts242820,Floor is Lava,30,tt12370124,5.3,2135.0
ts251028,Detention,49,tt13175760,6.3,496.0
ts106015,Kengan Ashura,24,tt9058134,8.0,4719.0
ts89832,Abyss,61,tt10055734,7.1,2131.0
ts225544,The Trials of Gabriel Fernandez,55,tt11822998,8.1,10982.0
ts237751,Gameboys,22,tt12508898,8.5,1066.0
ts277126,Black Space,46,tt13660638,6.7,1758.0
ts84586,Spinning Out,50,tt9117054,7.6,13692.0
ts87986,Dolly Parton's Heartstrings,67,tt8509922,7.6,2107.0
ts106126,The Bonfire of Destiny,50,tt9050352,7.6,4442.0
ts251094,Indian Matchmaking,35,tt12580168,6.2,3049.0
ts89747,High Seas,45,tt8961508,6.8,7154.0
ts288350,Julie and the Phantoms,2,tt10183988,8.4,9461.0
ts188991,Someone Has to Die,50,tt10311932,6.3,4718.0
ts268560,The Uncanny Counter,64,tt13273826,8.0,5552.0
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,47,tt8771910,7.3,11586.0
ts83107,V Wars,42,tt7403736,6.1,13531.0
ts216493,The Naked Director,51,tt10477528,7.7,6052.0
ts251067,The Baby-Sitters Club,27,tt8690518,7.3,3786.0
ts108392,The Letter for the King,47,tt8741648,5.9,7376.0
ts222606,Black Dog,80,tt11377920,7.7,129.0
ts219895,Tiny Pretty Things,56,tt10767748,5.9,9115.0
ts101874,Frontera Verde,40,tt9641192,7.3,2481.0
ts86744,Romance Is a Bonus Book,64,tt9130542,8.0,5034.0
ts84129,No Good Nick,30,tt9039142,6.0,2843.0
ts270465,SanPa: Sins of the Savior,57,tt13731400,7.8,1488.0
ts89326,Persona,22,tt10027990,6.6,1164.0
ts218888,BNA,23,tt12013558,7.2,2478.0
ts76382,Carmen Sandiego,23,tt7042146,7.9,5557.0
ts104449,The Liberator,49,tt9308682,7.6,5942.0
ts237096,Trial by Media,62,tt11963042,7.1,3096.0
ts251617,Connected,44,tt12753692,7.5,1704.0
ts91124,Love Alarm,49,tt9145880,6.8,5262.0
ts88312,The Eddy,58,tt7322210,7.1,2908.0
ts256007,Love & Anarchy,29,tt10888876,7.4,7896.0
ts89958,Arthdal Chronicles,80,tt8750956,8.3,4200.0
ts101408,The Mess You Leave Behind,45,tt9731242,6.8,8848.0
ts85480,Carole & Tuesday,23,tt8107988,7.8,1979.0
ts315066,Vampires,40,tt11829316,5.6,1234.0
ts216474,The Trial,50,tt10549212,7.2,3032.0
ts189405,Killer Ratings,50,tt10243692,7.6,1671.0
ts93482,The Last Kids on Earth,58,tt8914012,7.3,1293.0
ts242244,Japan Sinks: 2020,26,tt12031040,6.4,2922.0
ts236725,Lenox Hill,50,tt12190580,8.7,2276.0
ts113637,The Alcàsser Murders,61,tt8035424,7.1,2127.0
ts222367,We Are the Wave,49,tt11053220,6.2,2637.0
ts252122,The Possessed,9,tt12929796,5.7,882.0
ts222917,Kevin Hart: Don't F**k This Up,40,tt11313054,6.4,2009.0
ts86927,Touch Your Heart,63,tt9466990,7.7,3046.0
ts321758,Vagabond,61,tt8523042,8.2,7544.0
ts215378,Love 101,46,tt10516352,7.5,13797.0
ts237208,The Big Flower Fight,39,tt12200714,7.4,1178.0
ts268890,Lovestruck in the City,30,tt13394544,7.7,2129.0
ts223192,Hospital Playlist,90,tt11769304,8.8,4836.0
ts226602,How to Fix a Drug Scandal,53,tt11958942,7.0,3232.0
ts255880,Dream Home Makeover,27,tt13161310,5.5,1078.0
ts221174,Ricky Zoom,12,tt10932166,6.3,90.0
ts103360,The Barrier,52,tt9460858,6.8,3447.0
ts220552,Power Players,11,tt10895604,5.9,84.0
ts111206,Fast & Furious Spy Racers,26,tt8322592,5.7,1444.0
ts296153,Ashley Garcia: Genius in Love,30,tt10380934,6.8,1183.0
ts254600,The Playbook,44,tt12930602,7.4,1360.0
ts225716,Family Business,47,tt10423460,7.4,3907.0
ts256783,We Are the Champions,29,tt12409154,7.1,1379.0
ts89048,My First First Love,52,tt8995604,7.5,2163.0
ts268508,Alien Worlds,44,tt13464340,6.5,3509.0
ts103890,The InBESTigators,19,tt9332962,8.1,783.0
ts236388,The Circle France,50,tt9581778,7.4,692.0
ts86413,AJ and the Queen,52,tt8404094,7.4,7961.0
ts218564,"Breakfast, Lunch & Dinner",44,tt10681670,6.7,1045.0
ts89291,Mythomaniac,46,tt10677432,6.7,1274.0
ts254293,The American Barbecue Showdown,43,tt12938472,7.1,1151.0
ts237104,History 101,22,tt11958648,6.8,4031.0
ts114080,Twice Upon a Time,48,tt7943036,6.3,987.0
ts89876,Lunatics,36,tt8164794,6.6,3136.0
ts252341,Chef's Table: BBQ,45,tt12917170,7.8,981.0
ts222933,Who Killed Little Gregory?,60,tt11269714,7.4,2908.0
ts269690,Schulz Saves America,17,tt13607518,7.3,1069.0
ts221363,Criminal: Germany,44,tt10986056,7.7,5108.0
ts268592,Beyblade Burst Rise,0,tt11916718,5.7,156.0
ts256764,Heaven Official's Blessing,24,tt13375866,8.3,1349.0
ts88471,Girls from Ipanema,57,tt8001788,7.8,3423.0
ts251560,Do Do Sol Sol La La Sol,60,tt12850262,7.4,1465.0
ts225377,Taj Mahal 1989,34,tt11725706,7.4,1522.0
ts88909,Glow Up: Britain's Next Make-Up Star,54,tt9680524,6.8,1975.0
ts222325,Magical Andes,35,tt11816968,7.8,523.0
ts218500,Dragons: Rescue Riders,24,tt10687134,5.9,304.0
ts187386,My Perfect Landing,25,tt10268080,6.6,161.0
ts86928,The Crowned Clown,75,tt9266592,8.0,880.0
ts89881,Mr. Iglesias,29,tt8403536,7.1,6703.0
ts90511,Crime Diaries: Night Out,45,tt10242266,7.3,850.0
ts213232,Awake: The Million Dollar Game,42,tt10370956,5.9,759.0
ts185885,Oktoberfest: Beer & Blood,48,tt10244612,6.8,2119.0
ts217891,SAINT SEIYA: Knights of the Zodiac,25,tt6908976,4.5,1808.0
ts85619,Hache,45,tt8575476,6.5,1610.0
ts268099,LEGO Marvel Avengers: Climate Conundrum,22,tt13783758,6.6,65.0
ts106141,The Chosen One,27,tt9048368,5.7,661.0
ts225430,Mystic Pop-up Bar,69,tt12246190,8.0,1977.0
ts257301,Big Timber,45,tt13322572,6.5,577.0
ts255809,Carmel: Who Killed Maria Marta?,58,tt13244092,7.0,2375.0
ts192297,Morphle,6,tt10087694,5.1,77.0
ts189629,"Nisman. The Prosecutor, the President and the Spy",62,tt11618264,7.6,569.0
ts82739,Women of the Night,47,tt7785420,6.3,871.0
ts226588,100 Humans: Life's Questions. Answered.,37,tt11823088,5.7,3958.0
ts222634,Nobody's Looking,20,tt11131980,7.7,1956.0
ts223895,"Hi Bye, Mama!",61,tt11804034,8.0,1561.0
ts251615,(Un)Well,52,tt12759384,6.4,1041.0
ts216744,Heroes of Goo Jit Zu,12,tt10589932,7.5,23.0
ts254568,The Last Word,45,tt10506510,7.0,948.0
ts226617,The Innocence Files,64,tt11958922,8.0,2622.0
ts110637,Mortel,52,tt8403570,6.5,1390.0
ts213820,Next in Fashion,51,tt10394770,7.3,3572.0
ts88744,Losers,8,tt9817218,7.6,1741.0
ts90621,Kota Factory,42,tt9432978,9.3,66985.0
ts90995,1994,178,tt10243640,7.5,514.0
ts88841,The School Nurse Files,51,tt12879522,6.4,1147.0
ts93981,Monarca,44,tt8655736,7.8,3210.0
ts102933,Les de l'hoquei,50,tt9486226,6.8,429.0
ts252661,La Línea: Shadow of Narco,30,tt12875794,6.4,386.0
ts314648,The Witcher: A Look Inside the Episodes,6,tt12748032,7.1,151.0
ts90413,Gigantosaurus,13,tt9636800,6.9,159.0
ts306187,Family Reunion,29,tt9153270,6.4,2576.0
ts225102,Record of Youth,73,tt12850322,7.3,2278.0
ts214280,You Cannot Hide,45,tt10367990,6.4,1098.0
ts187443,The Minions of Midas,53,tt10147520,6.6,4065.0
ts86946,Osmosis,42,tt7043380,5.8,3003.0
ts90645,Drug Squad: Costa del Sol,68,tt8478108,6.8,554.0
ts113748,Twelve Forever,22,tt8009622,6.6,664.0
ts90095,Jinn,32,tt10751504,3.5,10043.0
ts87224,Always a Witch,40,tt8001250,6.3,2406.0
ts223238,My Holo Love,57,tt11058644,7.6,2401.0
ts88271,Flavorful Origins,12,tt9708598,7.6,592.0
ts90280,Yankee,40,tt9046782,5.9,687.0
ts288353,Omniscient,47,tt11542920,6.5,2089.0
ts188840,Seis Manos,26,tt10106108,7.1,1573.0
ts218277,Apache: The Life of Carlos Tevez,45,tt10715172,7.3,1582.0
ts89231,You vs. Wild,20,tt10044952,6.6,2570.0
ts251512,Immigration Nation,62,tt12754910,7.4,1096.0
ts254916,The Cabin with Bert Kreischer,27,tt13148876,6.6,1637.0
ts104485,The Stranded,49,tt9310400,6.2,1241.0
ts222049,Who Killed Malcolm X?,45,tt10948316,7.5,2125.0
ts223456,Pandemic: How to Prevent an Outbreak,49,tt11497904,6.3,2759.0
ts110635,Luna Nera,45,tt8403622,6.0,2883.0
ts191121,Reality Z,31,tt10241238,5.6,2437.0
ts236051,The Least Expected Day: Inside the Movistar Team 2019,31,tt12048124,7.4,756.0
ts213544,Rookie Historian Goo Hae-Ryung,41,tt10406128,8.2,1937.0
ts89028,Delhi Crime,27,tt9398466,8.5,18732.0
ts269442,The Surgeon's Cut,50,tt13487106,8.5,1010.0
ts87320,Can You Hear Me?,22,tt9747016,7.6,688.0
ts269501,BREAK IT ALL: The History of Rock in Latin America,50,tt13570366,7.6,1215.0
ts90356,Terrace House: Tokyo 2019-2020,46,tt10686814,7.4,691.0
ts103213,Queen Sono,89,tt9426290,5.9,1226.0
ts223948,The Goop Lab,33,tt11561206,2.5,3306.0
ts238242,The Great Heist,44,tt12624844,7.3,2528.0
ts187070,Pup Academy,26,tt10302548,6.6,498.0
ts256853,The King's Avatar,36,tt10732794,8.2,1042.0
ts251621,World's Most Wanted,45,tt12753698,7.1,2481.0
ts89347,Street Food,37,tt10050778,7.9,2712.0
ts250920,Home Game,29,tt12429046,7.0,841.0
ts105192,The Unlisted,10,tt9184592,6.7,899.0
ts85451,45 RPM,57,tt8987918,7.2,497.0
ts89583,Trailer Park Boys: The Animated Series,25,tt9814900,7.6,2854.0
ts104168,El Dragón: Return of a Warrior,53,tt9281190,6.8,1853.0
ts87488,Malibu Rescue: The Series,26,tt9098432,5.4,979.0
ts252166,Private Lives,67,tt12560270,6.7,595.0
ts233530,Win the Wilderness: Alaska,59,tt11718294,6.9,724.0
ts87473,7SEEDS,25,tt9348718,6.3,1378.0
ts223659,Jamtara – Sabka Number Ayega,29,tt11150912,7.3,6165.0
ts225539,Hyena,60,tt11534164,7.7,765.0
ts190452,Stolen Away,48,tt10064124,7.1,2314.0
ts90902,Search: WWW,72,tt10253244,7.9,1308.0
ts251119,Hook,43,tt12659696,6.5,25.0
ts88821,I Hear You,45,tt10327440,7.3,560.0
ts91034,Leila,46,tt7259274,4.7,8796.0
ts101060,Merry Happy Whatever,26,tt9777322,6.4,4542.0
ts88133,Well-Intended Love,43,tt9886950,7.2,1433.0
ts317497,The Neighbor,30,tt9731222,6.5,2125.0
ts216513,The Healing Powers of Dude,30,tt10540562,6.5,873.0
ts87361,Back with the Ex,44,tt11272424,6.2,615.0
ts104507,Triad Princess,45,tt9314996,6.8,658.0
ts231260,Last One Standing,36,tt11465292,7.0,18.0
ts218176,The Big Show Show,26,tt10726356,6.3,2375.0
ts217719,Basketball or Nothing,0,tt10698408,7.4,614.0
ts221851,The Lies Within,60,tt10919902,7.0,365.0
ts88552,Go! Live Your Way,40,tt9654086,6.7,606.0
ts91087,One Spring Night,47,tt10192576,7.9,2503.0
ts255418,Bad Boy Billionaires: India,0,tt12923630,7.9,3010.0
ts88352,Designated Survivor: 60 Days,74,tt10340990,8.1,1201.0
ts83810,Cannon Busters,24,tt5066664,6.7,1172.0
ts252318,Million Dollar Beach House,28,tt12882136,4.2,804.0
ts236332,Absurd Planet,20,tt12027008,3.9,1459.0
ts89331,My Husband Won't Fit,34,tt10027946,6.7,798.0
ts254767,"Whose Vote Counts, Explained",25,tt13005714,7.3,1139.0
ts219422,When the Camellia Blooms,55,tt10826064,8.0,2371.0
ts237071,The Forest of Love: Deep Cut,0,tt12079236,6.8,426.0
ts84639,revisions,22,tt9522354,5.9,598.0
ts191285,The Prince of Tennis ~ Match! Tennis Juniors ~,45,tt10097916,7.6,206.0
ts87372,Ultramarine Magmell,24,tt11025120,6.0,610.0
ts90789,Jailbirds,44,tt1176289,7.0,1160.0
ts256606,Trial 4,55,tt13363298,7.4,2039.0
ts107963,Restaurants on the Edge,46,tt8784324,6.7,972.0
