id,title,runtime,imdb_id,imdb_score,imdb_votes
ts31593,Pororo the Little Penguin,8,tt13527330,6.3,88.0
ts74917,72 Cutest Animals,27,tt5815824,5.7,433.0
ts35463,Richie Rich,22,tt4162898,3.1,1041.0
ts55966,LEGO Friends: The Power of Friendship,23,tt6464612,6.5,49.0
ts86831,The Good Cop,30,tt6070434,7.7,370.0
ts74753,Tales by Light,27,tt5350276,8.3,1905.0
ts53065,One More Time,31,tt6212990,6.9,564.0
ts54010,My Runway,25,tt6968336,6.3,261.0
ts38772,Dear My Friends,70,tt5689030,8.2,355.0
ts83224,Toon,27,tt5698140,7.6,890.0
ts53149,White Nights,62,tt6168004,6.9,287.0
ts57705,The Paper,48,tt0341957,7.4,64.0
ts74929,H20: Mermaid Adventures,24,tt4610750,5.7,182.0
ts54022,Terrace House: Aloha State,36,tt6588218,7.5,979.0
ts43258,Stories by Rabindranath Tagore,43,tt4853764,8.8,1295.0
ts55365,The Haunted House,25,tt9518312,8.4,71.0
ts42011,Cheer Squad,42,tt5993744,7.2,166.0
ts55223,72 Dangerous Places to Live,49,tt5674272,6.2,344.0
ts41154,Paquita Salas,26,tt5866074,8.0,3087.0
ts41899,Nightmare Teacher,16,tt6209442,7.1,423.0
ts82327,Три кота,5,tt7038964,6.8,95.0
ts35505,Old Money,47,tt3701442,7.3,493.0
ts56221,Rainbow Ruby,11,tt5828144,6.5,77.0
ts38812,Fearless,43,tt9556710,7.1,299.0
ts43341,Atelier,69,tt2303188,6.3,7.0
ts82582,The Truth Seekers,44,tt7131694,7.1,16.0
ts38769,Chelsea,57,tt5672036,6.1,2051.0
ts42155,Home: Adventures with Tip & Oh,21,tt5759196,5.9,603.0
ts52981,White Rabbit Project,48,tt6048644,6.9,1665.0
ts87465,Witch Hunt: A Century of Murder,46,tt6474054,7.2,319.0
ts52825,The Princess Weiyoung,45,tt6353308,7.9,767.0
ts107658,Mind Game,44,tt8879588,7.5,12.0
ts42260,Chelsea Does,60,tt5275894,7.3,2471.0
ts43119,Real Rob,31,tt3741346,6.4,2801.0
ts127430,StoryBots Super Songs,21,tt6163070,8.8,167.0
ts52950,Miss in Kiss,36,tt6954524,7.7,98.0
ts78442,Coach Snoop,29,tt5697642,6.8,583.0
ts42347,Word Party,20,tt5235950,5.7,349.0
ts51367,Trailer Park Boys: Out of the Park: Europe,30,tt5937754,7.0,2285.0
ts21876,My Sunshine,45,tt6131630,6.6,185.0
ts55556,A Touch of Green,46,tt5231950,8.4,314.0
ts75897,Kulipari: An Army of Frogs,24,tt6040768,6.9,254.0
ts42432,28 Faces of the Moon,18,tt10145322,6.4,25.0
ts91990,The Creative Indians,28,tt9583184,8.3,45.0
ts81898,Kazoops!,11,tt6312916,7.5,122.0
ts38813,Bottersnikes & Gumbles,13,tt6015820,5.1,47.0
ts42371,Fangbone!,22,tt4358188,6.2,312.0
ts53346,Chasing Cameron,28,tt6370626,3.8,501.0
ts81027,Spark,13,tt6409112,7.0,57.0
ts86089,Under the Black Moonlight,10,tt7162436,5.0,56.0
ts41151,Hibana: Spark,53,tt5301958,7.9,798.0
ts83450,Close Your Eyes Before It's Dark,84,tt6506806,7.0,218.0
ts53017,Best Lover,45,tt9874364,6.8,74.0
ts54117,Luna Petunia,24,tt4588068,6.2,58.0
ts53543,The Miracle,18,tt6703344,6.3,210.0
ts82475,The Dream Job,44,tt7131688,6.1,14.0
ts41485,Vanished 46,61,tt5606154,8.4,4269.0
ts84542,Magic Cellphone,13,tt7162434,4.1,21.0
ts36634,Diamond Lover,45,tt6058496,6.4,138.0
ts87884,Sons of the Caliphate,39,tt10202268,7.4,32.0
ts36741,Fartsa,60,tt4567218,6.7,195.0
ts35963,Singles Villa,45,tt5053036,7.7,28.0
ts249161,Tariqi: My Way,42,tt5528490,7.2,143.0
ts248736,The Governor,45,tt7128052,7.4,100.0
ts53513,Back to 1989,44,tt6273088,8.0,106.0
ts83535,Popples,25,tt4210022,6.0,57.0
ts38703,My Little Baby,37,tt5546516,6.9,103.0
ts83449,Love Storm,87,tt6093070,5.5,325.0
ts53864,Ozark,60,tt5071412,8.5,278223.0
ts77795,Derry Girls,25,tt7120662,8.4,28718.0
ts56683,The Sinner,45,tt6048596,7.9,117055.0
ts55668,Dark,56,tt5753856,8.7,354443.0
ts53023,Riverdale,42,tt5420376,6.7,139154.0
ts81064,Legacies,42,tt8103070,7.3,28877.0
ts42405,Mindhunter,53,tt5290382,8.6,261429.0
ts83970,All American,42,tt7414406,7.6,9704.0
ts81294,Manifest,42,tt8421350,7.1,50145.0
ts78305,Elite,48,tt7134908,7.4,73062.0
ts78801,Cobra Kai,31,tt7221388,8.6,163858.0
ts79813,You,47,tt7335184,7.7,225949.0
ts77398,Lost in Space,49,tt5232792,7.3,96868.0
ts56768,Money Heist,50,tt6468322,8.3,450797.0
ts57120,Good Girls,42,tt6474378,7.7,49867.0
ts81884,Bodyguard,60,tt7493974,8.1,114446.0
ts75151,Godless,65,tt5516154,7.6,27.0
ts54102,Altered Carbon,52,tt2261227,7.9,162018.0
ts75097,Maniac,39,tt5580146,7.7,74877.0
ts84785,Dirty John,44,tt15438396,7.3,20817.0
ts42477,Babylon Berlin,49,tt4378376,8.4,23256.0
ts81208,Charmed,42,tt6394324,4.5,16091.0
ts58433,The Haunting of Hill House,58,tt6763664,8.6,226817.0
ts57850,HAPPY!,43,tt2452242,8.1,37747.0
ts53663,Workin' Moms,22,tt6143796,7.8,14892.0
ts79229,Wild Wild Country,67,tt7768848,8.1,29298.0
ts77955,Somebody Feed Phil,52,tt7752034,8.2,4420.0
ts75879,Big Mouth,27,tt6524350,7.9,74660.0
ts57465,Dynasty,42,tt6128300,7.2,21136.0
ts54054,Imposters,43,tt5212822,7.8,13238.0
ts55982,Anne with an E,46,tt5421602,8.7,51001.0
ts58133,Manhunt,43,tt5618256,8.1,57459.0
ts53545,Santa Clarita Diet,29,tt5580540,7.9,64467.0
ts84328,The Bureau of Magical Things,23,tt7153034,6.7,1914.0
ts53198,One Day at a Time,29,tt5339440,8.2,15669.0
ts76243,The End of the F***ing World,21,tt6257970,8.1,177868.0
ts58367,Safe,45,tt7902072,7.2,41822.0
ts55720,GLOW,34,tt0784878,8.0,44751.0
ts77852,Trolls: The Beat Goes On!,21,tt7539608,5.8,798.0
ts78430,Collateral,57,tt6729080,6.7,17304.0
ts56261,Castlevania,26,tt6517102,8.3,61114.0
ts82849,The Kominsky Method,26,tt7255502,8.2,38232.0
ts74809,Knightfall,44,tt4555364,6.7,19809.0
ts56969,Atypical,31,tt6315640,8.3,81643.0
ts58155,Alias Grace,44,tt1034007,7.7,31577.0
ts76458,Deadwind,46,tt6616260,7.3,8762.0
ts39015,A Series of Unfortunate Events,47,tt4834206,7.8,59239.0
ts74816,American Vandal,33,tt6877772,8.1,29972.0
ts52821,Watership Down,50,tt5670764,7.2,6043.0
ts77563,Mystery Science Theater 3000,86,tt6782014,8.2,3605.0
ts80856,Chilling Adventures of Sabrina,57,tt7569592,7.4,90327.0
ts76869,Violet Evergarden,25,tt7078180,8.4,19940.0
ts82526,Narcos: Mexico,56,tt8714904,8.4,80902.0
ts72247,Disenchantment,29,tt5363918,7.2,58639.0
ts82189,BAKI,24,tt6357658,6.7,5706.0
ts74823,Wet Hot American Summer: Ten Years Later,27,tt5669272,6.9,8502.0
ts77197,Seven Seconds,62,tt6297682,7.7,15323.0
ts76865,Devilman Crybaby,25,tt6660498,7.6,18575.0
ts312241,Oats Studios,6,tt16351432,6.4,870.0
ts121489,Two Sentence Horror Stories,22,tt6873926,5.5,1841.0
ts55781,Black Spot,55,tt6519410,7.4,10705.0
ts87369,Rust Valley Restorers,45,tt9498102,7.8,2732.0
ts78080,Everything Sucks!,24,tt7078710,7.5,18023.0
ts58307,Bad Blood,46,tt6423364,7.5,9593.0
ts55645,Five Came Back,65,tt6587094,8.3,4600.0
ts78558,Queer Eye,47,tt7259746,8.5,18147.0
ts79926,James Acaster: Repertoire,52,tt7818686,8.4,3545.0
ts56648,The Keepers,56,tt6792200,7.6,14.0
ts42294,13 Reasons Why,58,tt1837492,7.5,282373.0
ts84010,Pine Gap,56,tt7371868,7.2,4772.0
ts80035,Nightflyers,44,tt6903284,5.8,13103.0
ts57055,Black Lightning,42,tt6045840,6.1,24646.0
ts56480,Troy: Fall of a City,58,tt5103758,3.9,13677.0
ts82597,The Dragon Prince,27,tt8688814,8.4,21635.0
ts55962,Dear White People,29,tt5707802,6.1,24863.0
ts75164,VeggieTales in the City,23,tt6562134,5.7,110.0
ts78452,Requiem,58,tt6712390,6.4,6421.0
ts75263,Wormwood,43,tt1149367,7.0,4181.0
ts85568,Perfume,29,tt10163260,7.1,8536.0
ts80705,Evil Genius,48,tt8342862,7.5,27516.0
ts81344,Explained,21,tt8005374,8.0,8831.0
ts82228,Cells at Work!,23,tt8673610,7.5,2206.0
ts81331,She-Ra and the Princesses of Power,24,tt7745956,7.8,14935.0
ts55798,Stranger,64,tt5545948,8.5,7645.0
ts78356,The Rain,43,tt6656238,7.3,616.0
ts86169,The Innocent Man,47,tt0914376,7.3,5883.0
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,25,tt8993398,8.1,10400.0
ts77957,Dirty Money,63,tt7889220,8.1,9099.0
ts84904,Tidelands,42,tt6898970,6.8,7727.0
ts83999,Hilda,25,tt6385540,8.5,10162.0
ts57303,Friends from College,30,tt5565334,6.9,20242.0
ts58025,My Little Pony: Equestria Girls,24,tt13160278,6.4,642.0
ts82302,Insatiable,46,tt6487482,6.5,27275.0
ts85895,Better Than Us,52,tt8285216,7.3,8711.0
ts56511,Cable Girls,50,tt5674718,7.6,13855.0
ts57822,Sick Note,24,tt5770788,6.8,7173.0
ts79546,MEGALOBOX,24,tt7965802,7.8,3144.0
ts84533,Transformers: Cyberverse,11,tt8891990,6.5,350.0
ts83455,Wanderlust,57,tt7608238,7.0,5225.0
ts75772,Jack Whitehall: Travels with My Father,46,tt7453996,7.6,5388.0
ts77518,Teasing Master Takagi-san,24,tt7808344,7.7,2030.0
ts79234,The Boss Baby: Back in Business,23,tt7741824,6.4,3595.0
ts77824,My Next Guest Needs No Introduction With David Letterman,55,tt7829834,7.9,5194.0
ts80720,Scissor Seven,15,tt11503082,8.5,297.0
ts57439,Damnation,43,tt6106704,7.6,8111.0
ts75157,The Magic School Bus Rides Again,25,tt3869122,6.2,812.0
ts58152,Cathedral of the Sea,57,tt4944694,7.4,4292.0
ts84779,Haunted,25,tt9077192,4.6,3150.0
ts56038,Dave Chappelle,60,tt6963504,8.7,2753.0
ts84574,Salt Fat Acid Heat,40,tt8772088,7.7,2419.0
ts56481,Great News,21,tt4955480,7.0,6810.0
ts82560,Dark Tourist,41,tt8725166,7.5,7158.0
ts55231,Abstract: The Art of Design,45,tt6333098,8.4,5306.0
ts88783,Bakugan: Battle Planet,20,tt9527662,5.1,220.0
ts57814,Kakegurui,24,tt7131720,7.2,8547.0
ts113109,Numberblocks,5,tt7978538,8.6,198.0
ts85138,Dogs,50,tt0262158,8.0,1269.0
ts57424,The Forest,52,tt6560040,7.2,10137.0
ts82281,Zoids Wild,21,tt12317724,6.0,25.0
ts77474,Mr. Sunshine,76,tt7094780,8.7,6855.0
ts57964,Hotel Transylvania: The Series,16,tt4858114,5.5,694.0
ts78298,My Mister,79,tt7923710,9.2,5481.0
ts83251,Magic for Humans,24,tt8425308,7.1,3316.0
ts55194,Bill Nye Saves the World,30,tt6026278,3.5,7233.0
ts84335,1983,57,tt7371666,6.8,4173.0
ts57947,Unit 42,48,tt6136644,7.0,2311.0
ts53936,Innocent,51,tt6478854,8.4,17727.0
ts83763,Black Earth Rising,59,tt7660730,7.4,4790.0
ts82892,I Am a Killer,46,tt8300324,7.4,3937.0
ts79422,Nailed It!,33,tt6987788,7.4,4682.0
ts80523,Aggretsuko,16,tt8019444,8.0,6005.0
ts83561,Immortals,28,tt8063174,5.4,3087.0
ts78382,On My Block,29,tt7879820,7.9,15642.0
ts86296,Sunderland 'Til I Die,41,tt8914684,8.1,7943.0
ts41527,Gypsy,59,tt5503718,6.8,16133.0
ts78507,Alexa & Katie,25,tt6916746,7.4,4687.0
ts89538,Bitter Daisies,71,tt9412454,7.2,3274.0
ts57464,Life Sentence,42,tt6088922,6.4,3855.0
ts228255,Cry Babies Magic Tears,12,tt11067738,4.8,36.0
ts58175,She's Gotta Have It,32,tt0196291,6.8,4624.0
ts77525,The Toys That Made Us,45,tt7053920,8.0,5545.0
ts58225,The Standups,30,tt15250768,6.6,1225.0
ts84243,Baby,45,tt7645192,6.8,10990.0
ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,45,tt6233618,7.8,7651.0
ts56594,Disjointed,27,tt5884792,6.8,9980.0
ts57080,Spirit: Riding Free,23,tt11942070,6.6,993.0
ts57082,White Gold,29,tt6010920,7.4,10981.0
ts53101,Voice,63,tt6212854,7.5,1949.0
ts81885,The Good Cop,49,tt7183074,6.9,5620.0
ts77783,Record of Grancrest War,24,tt7897050,7.1,893.0
ts79020,Hitler's Circle of Evil,52,tt6600720,8.0,4241.0
ts77799,Rotten,56,tt7763662,7.2,3675.0
ts75749,Because This Is My First Life,56,tt7278588,8.2,4168.0
ts86945,Abby Hatcher,20,tt9433014,6.1,163.0
ts84056,Unauthorized Living,76,tt6970700,7.4,4555.0
ts89069,LEGO Friends: Girls on a Mission,11,tt9327146,7.7,106.0
ts76417,Tabula Rasa,52,tt5197860,8.0,10161.0
ts86814,Murder Mountain,49,tt9078908,6.8,3045.0
ts85968,Nicky Jam: El Ganador,44,tt7949200,7.7,1129.0
ts85837,SKY Castle,68,tt9151274,8.6,2835.0
ts76313,Sisters,36,tt8453436,7.5,1729.0
ts75355,Suburra: Blood on Rome,48,tt7197684,7.9,14346.0
ts83745,Norm Macdonald Has a Show,35,tt8139862,8.6,3473.0
ts76486,Just Between Lovers,73,tt7521898,8.2,1872.0
ts82372,The Epic Tales of Captain Underpants,24,tt7741830,6.7,879.0
ts79045,Ugly Delicious,51,tt7907916,7.8,3505.0
ts81757,The House of Flowers,31,tt8387348,7.6,7722.0
ts55491,Somewhere Between,42,tt6467294,6.2,5746.0
ts77600,Hot Date,19,tt7603386,7.1,616.0
ts80411,Lawless Lawyer,64,tt8160178,7.7,1572.0
ts78217,Welcome to the Family,48,tt7490342,6.6,442.0
ts78299,Llama Llama,15,tt4781350,6.5,270.0
ts75002,Borderliner,49,tt0332902,6.8,3999.0
ts76753,A Korean Odyssey,75,tt7099334,8.0,4535.0
ts77755,Power Rangers Ninja Steel,24,tt5335606,6.1,862.0
ts56201,Cloudy with a Chance of Meatballs,11,tt4123482,3.4,750.0
ts88234,Man Like Mobeen,22,tt7639280,8.0,2664.0
ts53960,Granblue Fantasy: The Animation,23,tt6138612,6.4,391.0
ts81414,Meteor Garden,45,tt8690890,7.9,3921.0
ts77014,Wolf,80,tt7146600,8.1,7426.0
ts56993,Fallet,28,tt6433844,6.8,1873.0
ts81542,The Hollow,24,tt6193336,7.1,4198.0
ts83232,The Mire,51,tt8855592,7.0,4312.0
ts82268,GHOUL,46,tt5909930,8.0,6.0
ts87043,Transformers: Rescue Bots Academy,12,tt9557874,6.0,100.0
ts86164,Hero Mask,24,tt9316078,6.1,657.0
ts9075,The Fix,29,tt5960546,7.0,1895.0
ts83790,The Beauty Inside,68,tt8801708,7.6,1889.0
ts57811,Fate/Apocrypha,24,tt6424454,6.6,2259.0
ts85686,The Casketeers,22,tt8365054,7.5,450.0
ts83360,The Guest,66,tt8801670,8.1,1537.0
ts95569,Rainbow Rangers,22,tt7967882,5.8,187.0
ts78590,The Mechanism,47,tt6873658,8.0,36077.0
ts77520,Mob Psycho 100,24,tt7701694,5.2,509.0
ts85170,Memories of the Alhambra,68,tt8236556,7.8,5363.0
ts90594,Barbie: Dreamhouse Adventures,22,tt7661472,6.7,525.0
ts83502,Ad Vitam,52,tt8548830,6.4,1625.0
ts85034,Patriot Act with Hasan Minhaj,25,tt8080054,8.2,7222.0
ts83537,Signs,46,tt8917248,6.4,1608.0
ts79157,B: The Beginning,25,tt7944664,7.1,4803.0
ts81918,Sugar Rush,51,tt8680560,7.0,1508.0
ts56718,El Chapo,44,tt6692188,7.8,17992.0
ts80959,Sacred Games,50,tt10810630,8.6,85088.0
ts53693,The Worst Witch,27,tt5721172,7.2,2375.0
ts75477,The Confession Tapes,43,tt7349602,7.5,5340.0
ts131579,Thieves of the Wood,47,tt5766086,6.8,2533.0
ts85175,Girl from Nowhere,44,tt8824648,7.6,3979.0
ts83071,Afflicted,42,tt8792570,5.1,1119.0
ts77545,Dope,48,tt7782022,7.3,1643.0
ts83540,Paradise PD,27,tt8235236,6.8,17779.0
ts236347,Thus Spoke Kishibe Rohan,24,tt13887556,7.6,1131.0
ts78206,Welcome to Waikiki,64,tt7890304,8.3,2038.0
ts84135,The Inmate,53,tt8452308,6.9,2641.0
ts79026,The Innocents,46,tt8021824,6.2,5784.0
ts56045,Charité,49,tt5337806,7.8,3274.0
ts87194,Instant Hotel,49,tt9316032,7.3,1482.0
ts68146,Myths & Monsters,43,tt11279458,7.8,811.0
ts76603,Erased,28,tt7573686,7.8,3596.0
ts84930,The Hook Up Plan,28,tt9170638,7.2,5212.0
ts78246,Kiss Me First,47,tt5730690,6.2,3874.0
ts81526,November 13: Attack on Paris,54,tt8194716,8.3,3105.0
ts81583,Life,64,tt8243158,7.6,688.0
ts55581,The Bride of Habaek,67,tt6385752,7.1,2501.0
ts56933,The New Legends of Monkey,25,tt6807662,6.4,4308.0
ts84645,Medal of Honor,55,tt7440274,8.2,1687.0
ts74962,True and the Rainbow Kingdom,21,tt5607658,7.1,439.0
ts79997,Something in the Rain,70,tt8078816,8.2,5654.0
ts75676,The Velvet Collection,57,tt6762348,7.3,1376.0
ts58297,The Indian Detective,43,tt5797220,6.6,3078.0
ts55939,Bonus Family,44,tt0869654,2.3,15.0
ts86994,Serial Killer with Piers Morgan,47,tt7667038,3.8,1394.0
ts53264,My Shy Boss,71,tt6257622,7.3,1537.0
ts309731,Gormiti,11,tt9077350,5.3,111.0
ts85822,Selection Day,25,tt10656928,7.4,2176.0
ts80617,The Protector,43,tt7668518,6.5,34396.0
ts81821,The Queen of Flow,45,tt8560918,7.7,1202.0
ts82705,Cupcake & Dino - General Services,16,tt8697554,7.5,663.0
ts321277,Daniel Sloss: Live Shows,60,tt8858472,8.5,3387.0
ts84646,Warrior,42,tt9249090,6.7,1966.0
ts56033,Surviving Escobar - Alias JJ,42,tt6809396,7.7,985.0
ts85515,Bangkok Love Stories 2: Innocence,47,tt10438662,6.7,199.0
ts70631,Children of the Whales,24,tt7484994,7.1,1524.0
ts78291,Dogs of Berlin,60,tt6839788,7.5,12453.0
ts57985,Free Rein,28,tt6928052,7.0,2062.0
ts80600,Luis Miguel: The Series,56,tt8045690,8.0,4556.0
ts55232,Cyborg 009: Call of Justice,24,tt6921524,5.7,217.0
ts79182,Cocaine Coast,67,tt6970710,7.9,3696.0
ts85967,Bumping Mics with Jeff Ross & Dave Attell,34,tt9203078,7.7,1145.0
ts78031,Ultraviolet,46,tt7514746,7.0,1573.0
ts56670,Hot Girls Wanted: Turned On,47,tt6333104,6.6,2168.0
ts86682,7 Days Out,50,tt9315990,6.8,531.0
ts75286,Greenhouse Academy,23,tt6076336,6.6,5967.0
ts82218,Hi Score Girl,27,tt8963328,8.0,1952.0
ts55978,Samurai Gourmet,22,tt6304676,8.1,2053.0
ts75341,Final Fantasy XIV: Dad of Light,30,tt6497076,7.2,592.0
ts83906,Car Masters: Rust to Riches,39,tt8893550,8.4,10024.0
ts82565,Sparta,53,tt6840106,6.6,443.0
ts78789,Re: Mind,23,tt7332652,4.9,1531.0
ts92825,Lego Jurassic World: The Secret Exhibit,22,tt9322614,6.2,244.0
ts56125,Ingobernable,40,tt6495756,7.2,3052.0
ts89130,If I Hadn't Met You,52,tt8517780,7.7,2283.0
ts79660,Creeped Out,25,tt7573024,6.5,1826.0
ts39016,Girlboss,27,tt5706996,7.0,17525.0
ts80519,Spy Kids: Mission Critical,25,tt6714408,5.2,372.0
ts75981,The Royal House of Windsor,49,tt6596634,7.3,1541.0
ts81318,When Heroes Fly,48,tt8220344,7.1,3123.0
ts79219,Flint Town,45,tt8004578,7.9,3633.0
ts79409,A.I.C.O. -Incarnation-,24,tt8116380,6.3,1189.0
ts53399,Eternal Love,45,tt6488862,8.4,2214.0
ts90596,Polly Pocket,13,tt8673042,5.9,119.0
ts77787,Pop Team Epic,23,tt7808370,6.9,815.0
ts82127,Sirius the Jaeger,23,tt8565136,6.7,1883.0
ts78353,Misty,71,tt7890244,8.1,596.0
ts103638,Standup and Away! with Brian Regan,25,tt9384194,5.7,390.0
ts77034,A Love So Beautiful,41,tt8434720,8.0,1386.0
ts86949,The A List,27,tt9185110,5.5,2787.0
ts76511,The Big Family Cooking Showdown,59,tt7518558,7.0,665.0
ts55348,QB1: Beyond the Lights,32,tt5771332,7.7,895.0
ts80208,Fugitiva,90,tt7158972,5.6,658.0
ts82559,Amazing Interiors,26,tt8747342,6.6,797.0
ts80466,Secret Agent Selection: WW2,59,tt8268994,7.8,551.0
ts80090,The Piano Forest,26,tt8043492,7.1,883.0
ts80313,Bobby Kennedy for President,61,tt8200004,8.1,1759.0
ts90994,Chip and Potato,15,tt9897038,6.4,155.0
ts84346,Falsa identidad,43,tt8598690,7.0,351.0
ts84833,Diablero,38,tt7414954,6.8,2521.0
ts84932,Super Drags,25,tt8912244,5.4,1685.0
ts81734,Chosen,70,tt7317178,5.2,127.0
ts77405,Bad Guys: Vile City,64,tt12404980,6.0,29.0
ts79679,The Yard,108,tt7923832,7.2,1605.0
ts78053,Kakegurui,30,tt7691766,6.8,966.0
ts80057,Last Hope,24,tt8893554,5.8,427.0
ts111582,The Platform,45,tt8254954,6.2,7.0
ts80413,Busted!,75,tt8328460,7.6,898.0
ts85659,3Below: Tales of Arcadia,22,tt7736544,7.7,5927.0
ts82298,Familiar Wife,61,tt15062636,7.6,937.0
ts54050,Ultimate Beastmaster,59,tt5706758,7.3,2359.0
ts57196,The World's Most Extraordinary Homes,54,tt7804132,7.6,3380.0
ts77770,Fate/Extra Last Encore,25,tt7940468,5.4,772.0
ts78913,Live,46,tt12094726,8.3,1208.0
ts55936,My Secret Romance,52,tt6300100,7.2,3108.0
ts81944,The Comedy Lineup,18,tt8687584,5.9,457.0
ts84597,FIGHTWORLD,42,tt9047526,7.6,806.0
ts76478,Prison Playbook,91,tt7622902,8.5,3060.0
ts78767,First Team: Juventus,36,tt7924812,7.3,2061.0
ts85732,The Final Table,43,tt5545584,7.6,3989.0
ts82875,Switched,39,tt8747882,7.1,1402.0
ts80059,Trump: An American Dream,55,tt7596008,7.2,4003.0
ts83814,Undercover Law,57,tt8888710,7.2,214.0
ts36650,Apaches,67,tt6818948,7.0,293.0
ts57300,Marlon,21,tt5722376,7.0,4056.0
ts56636,My Sassy Girl,41,tt6175760,6.9,561.0
ts84780,Wild District,45,tt8105958,8.2,1898.0
ts75012,Million Yen Women,30,tt6686450,7.6,1794.0
ts82296,My ID is Gangnam Beauty,63,tt8585954,7.4,3774.0
ts57148,Champions,21,tt6470396,6.1,3736.0
ts83359,100 Days My Prince,75,tt8199972,7.8,1938.0
ts79330,Girls Incarcerated,45,tt8092942,7.3,1073.0
ts85202,Brainchild,25,tt9203042,8.1,415.0
ts81036,The Who Was? Show,25,tt7488702,6.8,604.0
ts83457,Cleo & Cuquin,7,tt7956374,8.0,98.0
ts82181,Back Street Girls: Goku Dolls,24,tt8693818,6.6,815.0
ts53516,Edgar Rice Burroughs' Tarzan and Jane,21,tt6216718,4.8,270.0
ts112279,Empire Games,49,tt8171234,5.8,306.0
ts95274,Age of Tanks,54,tt8107992,7.3,852.0
ts118696,Robot Trains,12,tt7216288,6.0,87.0
ts82398,My Dead Ex,25,tt7428106,7.4,478.0
ts116101,Crazy Delicious,51,tt7626160,8.9,15.0
ts82867,Becoming Champions,45,tt8796068,6.7,389.0
ts83554,Inside the Criminal Mind,48,tt6775794,5.4,986.0
ts58442,Live Up To Your Name,69,tt7094874,8.0,1224.0
ts80030,Fastest Car,45,tt8295694,7.1,1324.0
ts84977,Terrorism Close Calls,51,tt6775816,5.1,688.0
ts82424,13 Reasons Why: Beyond the Reasons,42,tt8615966,6.2,322.0
ts83247,Stay Here,32,tt8773338,7.4,1095.0
ts80410,Kantaro: The Sweet Tooth Salaryman,30,tt6983520,7.6,791.0
ts79856,SWORDGAI The Animation,22,tt7415066,5.8,907.0
ts76509,Beyond Stranger Things,21,tt7570990,7.4,1883.0
ts90880,44 Cats,15,tt9699148,6.1,283.0
ts80084,Dragon Pilot: Hisone and Masotan,24,tt8528256,6.9,494.0
ts86279,Nailed It! Holiday!,36,tt8760264,7.7,1086.0
ts77467,Terrace House: Opening New Doors,40,tt7776244,7.8,952.0
ts80042,ReBoot: The Guardian Code,23,tt6849940,3.8,1189.0
ts75718,Neo Yokio,23,tt7343832,5.9,3359.0
ts75620,Black,78,tt6380900,8.0,3665.0
ts76159,Super Monsters,12,tt6214876,6.3,411.0
ts76793,Shot in the Dark,35,tt10478382,8.0,1770.0
ts55627,Time: The Kalief Browder Story,22,tt6133034,8.5,2641.0
ts89067,Love and Fortune,69,tt8649316,7.3,547.0
ts78145,Drug Lords,45,tt7935522,6.8,1305.0
ts83407,Follow This,18,tt8560884,4.9,710.0
ts85953,Paprika,13,tt12740488,7.5,26.0
ts84799,Victim Number 8,30,tt8500086,7.0,1994.0
ts83213,The Rise of Phoenixes,45,tt7052634,8.4,1477.0
ts57291,Unrequited Love,39,tt6917420,6.7,10.0
ts85810,Al Hayba,45,tt8585236,7.5,1201.0
ts85276,Hymn of Death,45,tt8160064,7.6,1104.0
ts85126,The Degenerates,28,tt9077196,6.2,666.0
ts85217,Motown Magic,17,tt8959860,7.9,292.0
ts89372,Titipo Titipo,18,tt12987396,6.6,19.0
ts83489,Blood Pact,60,tt6742610,6.7,140.0
ts79988,Lost Song,24,tt7211600,7.0,375.0
ts78692,Rapture,60,tt7981052,5.4,11.0
ts84782,Larva Island,8,tt9077194,6.6,416.0
ts82419,Zac & Mia,20,tt7487358,7.8,622.0
ts95011,Move,25,tt9165300,7.5,112.0
ts80342,AMO,24,tt7218736,6.6,410.0
ts80479,Clean with Passion for Now,69,tt7981562,7.0,1246.0
ts74765,Daughters of Destiny,0,tt1877895,8.6,900.0
ts90869,Love Daily,18,tt7975182,6.2,153.0
ts92726,They've Gotta Have Us,59,tt9268756,7.7,292.0
ts83070,72 Dangerous Animals: Asia,47,tt8728268,6.6,517.0
ts85618,Prince of Peoria,26,tt8001718,5.7,471.0
ts81596,Black Crows,39,tt7356518,5.4,295.0
ts74959,Yummy Mummies,41,tt7172230,4.0,673.0
ts81485,Ponysitters Club,23,tt7692572,6.0,116.0
ts82445,Ashes of Love,43,tt8976346,8.5,1875.0
ts78099,72 Dangerous Animals: Latin America,43,tt7909708,6.5,559.0
ts85183,Vai Anitta,40,tt8961530,5.6,448.0
ts84484,Dancing Queen,41,tt8882486,6.9,1590.0
ts83045,Accidentally In Love,29,tt9077184,7.6,1100.0
ts78707,The Joel McHale Show with Joel McHale,29,tt7895706,7.1,2378.0
ts76245,The Day I Met El Chapo: The Kate del Castillo Story,55,tt7334894,6.8,1073.0
ts79086,Mariposa de barrio,46,tt6834120,7.6,238.0
ts84200,Best.Worst.Weekend.Ever.,25,tt7768010,6.4,297.0
ts82500,Treehouse Detectives,24,tt8591984,7.6,93.0
ts82192,Samantha!,28,tt6626676,6.6,513.0
ts82323,On Children,100,tt8507402,7.2,380.0
ts55533,Legend Quest,26,tt5038900,7.3,446.0
ts82843,The Curious Creations of Christine McConnell,27,tt8773080,7.7,2391.0
